"특성별","경험및변화별","품목군별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"200만원 미만","구입없음","페놀류","비율","","62.4","74.1","75.6","81.2",
"200만원 미만","구입없음","당 및 탄수화물","비율","","60.9","74.3","72.7","76.7",
"200만원 미만","구입없음","발효미생물류","비율","","39.3","41.9","52.4","56.7",
"200만원 미만","구입없음","신규기능성식품","비율","","","","65.4","73.5",
"200만원 미만","구입있음","비타민 및 무기질","비율","","67.2","68","61.2","52",
"200만원 미만","구입있음","식이섬유","비율","","41.7","30.7","30.3","21.7",
"200만원 미만","구입있음","아미노산 및 단백질","비율","","39.6","29.5","32.6","20.2",
"200만원 미만","구입있음","필수지방산","비율","","50.7","37.7","","",
"200만원 미만","구입있음","지방산","비율","","","","44.6","41.3",
"200만원 미만","구입있음","클로렐라/엽록소","비율","","42.8","24.5","","",
"200만원 미만","구입있음","엽록소","비율","","","","25.5","20.7",
"200만원 미만","구입있음","인삼류","비율","","57.3","36.4","43.7","50.4",
"200만원 미만","구입있음","페놀류","비율","","37.6","25.9","24.4","18.8",
"200만원 미만","구입있음","당 및 탄수화물","비율","","39.1","25.7","27.3","23.3",
"200만원 미만","구입있음","발효미생물류","비율","","60.7","58.1","47.6","43.3",
"200만원 미만","구입있음","신규기능성식품","비율","","","","34.6","26.5",
"200만원 미만","매우 감소","비타민 및 무기질","비율","%","1.9","2.8","3.3","1",
"200만원 미만","매우 감소","식이섬유","비율","%","2.8","5","8","6.1",
"200만원 미만","매우 감소","아미노산 및 단백질","비율","%",".3","2","2.4","5.8",
"200만원 미만","매우 감소","필수지방산","비율","%","1.7","3.6","","",
"200만원 미만","매우 감소","지방산","비율","%","","","3.4","0",
"200만원 미만","매우 감소","클로렐라/엽록소","비율","%","3.6","6.7","","",
"200만원 미만","매우 감소","엽록소","비율","%","","","7.1","6.6",
"200만원 미만","매우 감소","인삼류","비율","%","6.4","8.1","3.7","2.7",
"200만원 미만","매우 감소","페놀류","비율","%","6.9","4.4","9.9","1.4",
"200만원 미만","매우 감소","당 및 탄수화물","비율","%","2.7","4","9.5","7",
"200만원 미만","매우 감소","발효미생물류","비율","%","3.8","3.4",".7","4.5",
"200만원 미만","매우 감소","신규기능성식품","비율","%","","","4.1","4.2",
"200만원 미만","약간 감소","비타민 및 무기질","비율","%","5.6","3.4","10.6","4",
"200만원 미만","약간 감소","식이섬유","비율","%","16.9","24.9","11.3","4.8",
"200만원 미만","약간 감소","아미노산 및 단백질","비율","%","16.4","17.5","14.6","9.7",
"200만원 미만","약간 감소","필수지방산","비율","%","15.3","10.6","","",
"200만원 미만","약간 감소","지방산","비율","%","","","12.3","2.4",
"200만원 미만","약간 감소","클로렐라/엽록소","비율","%","19.5","17.2","","",
"200만원 미만","약간 감소","엽록소","비율","%","","","17.4","3",
"200만원 미만","약간 감소","인삼류","비율","%","16.9","16.1","13.2","7.8",
"200만원 미만","약간 감소","페놀류","비율","%","20.6","16.2","18.2","10.7",
"200만원 미만","약간 감소","당 및 탄수화물","비율","%","23.7","22.9","22.4","12.4",
"200만원 미만","약간 감소","발효미생물류","비율","%","12.2","7.3","14.2","5.9",
"200만원 미만","약간 감소","신규기능성식품","비율","%","","","14.9","12.8",
"200만원 미만","비슷","비타민 및 무기질","비율","%","72.3","68.2","68.4","84",
"200만원 미만","비슷","식이섬유","비율","%","57.8","50.6","60","72.2",
"200만원 미만","비슷","아미노산 및 단백질","비율","%","67","58.2","69.4","66.7",
"200만원 미만","비슷","필수지방산","비율","%","64.3","60.4","","",
"200만원 미만","비슷","지방산","비율","%","","","58.9","81.6",
"200만원 미만","비슷","클로렐라/엽록소","비율","%","68.2","60.9","","",
"200만원 미만","비슷","엽록소","비율","%","","","61.1","72.6",
"200만원 미만","비슷","인삼류","비율","%","56.6","51.9","55.4","63.6",
"200만원 미만","비슷","페놀류","비율","%","64.2","72.1","60.9","67.9",
"200만원 미만","비슷","당 및 탄수화물","비율","%","70.4","60.4","57.7","69.3",
"200만원 미만","비슷","발효미생물류","비율","%","62.3","72.1","58.3","62.6",
"200만원 미만","비슷","신규기능성식품","비율","%","","","61.1","64.6",
"200만원 미만","약간 증가","비타민 및 무기질","비율","%","20","25.7","17.3","11",
"200만원 미만","약간 증가","식이섬유","비율","%","22.5","19.5","20","16.9",
"200만원 미만","약간 증가","아미노산 및 단백질","비율","%","15.2","21.9","13","15.2",
"200만원 미만","약간 증가","필수지방산","비율","%","16.8","23.2","","",
"200만원 미만","약간 증가","지방산","비율","%","","","24.5","14.8",
"200만원 미만","약간 증가","클로렐라/엽록소","비율","%","7.8","13.1","","",
"200만원 미만","약간 증가","엽록소","비율","%","","","14.3","14.5",
"200만원 미만","약간 증가","인삼류","비율","%","20","23.7","27.3","22.7",
"200만원 미만","약간 증가","페놀류","비율","%","8.2","7.2","9.2","18.5",
"200만원 미만","약간 증가","당 및 탄수화물","비율","%","3.1","12.7","9.6","11.2",
"200만원 미만","약간 증가","발효미생물류","비율","%","20","16.7","25.7","26.9",
"200만원 미만","약간 증가","신규기능성식품","비율","%","","","19.9","18.4",
"200만원 미만","매우 증가","비타민 및 무기질","비율","%",".2","0",".4","0",
"200만원 미만","매우 증가","식이섬유","비율","%","0","0",".7","0",
"200만원 미만","매우 증가","아미노산 및 단백질","비율","%","1",".3",".6","2.6",
"200만원 미만","매우 증가","필수지방산","비율","%","1.9","2.1","","",
"200만원 미만","매우 증가","지방산","비율","%","","","1","1.1",
"200만원 미만","매우 증가","클로렐라/엽록소","비율","%",".9","2","","",
"200만원 미만","매우 증가","엽록소","비율","%","","","0","3.3",
"200만원 미만","매우 증가","인삼류","비율","%","0",".2",".5","3.1",
"200만원 미만","매우 증가","페놀류","비율","%","0","0","1.8","1.5",
"200만원 미만","매우 증가","당 및 탄수화물","비율","%",".1","0",".8","0",
"200만원 미만","매우 증가","발효미생물류","비율","%","1.7",".5","1.1","0",
"200만원 미만","매우 증가","신규기능성식품","비율","%","","","0","0",
"200만원 미만","평균","비타민 및 무기질","비율","점","3.11","3.17","3.01","3.05",
"200만원 미만","평균","식이섬유","비율","점","3","2.85","2.94","3",
"200만원 미만","평균","아미노산 및 단백질","비율","점","3","3.01","2.95","2.99",
"200만원 미만","평균","필수지방산","비율","점","3.02","3.1","","",
"200만원 미만","평균","지방산","비율","점","","","3.07","3.15",
"200만원 미만","평균","클로렐라/엽록소","비율","점","2.83","2.87","","",
"200만원 미만","평균","엽록소","비율","점","","","2.83","3.05",
"200만원 미만","평균","인삼류","비율","점","2.9","2.92","3.08","3.16",
"200만원 미만","평균","페놀류","비율","점","2.74","2.82","2.75","3.08",
"200만원 미만","평균","당 및 탄수화물","비율","점","2.74","2.82","2.7","2.85",
"200만원 미만","평균","발효미생물류","비율","점","3.04","3.03","3.12","3.12",
"200만원 미만","평균","신규기능성식품","비율","점","","","2.97","2.97",
"200~300만원 미만","구입없음","비타민 및 무기질","비율","","34.8","29.3","","",
"200~300만원 미만","구입없음","식이섬유","비율","","57.8","61.1","","",
"200~300만원 미만","구입없음","아미노산 및 단백질","비율","","71.4","66.9","","",
"200~300만원 미만","구입없음","필수지방산","비율","","64.3","55.8","","",
"200~300만원 미만","구입없음","클로렐라/엽록소","비율","","73.6","71.4","","",
"200~300만원 미만","구입없음","인삼류","비율","","56.6","52.8","","",
"200~300만원 미만","구입없음","페놀류","비율","","75.8","72","","",
"200~300만원 미만","구입없음","당 및 탄수화물","비율","","78.4","71.4","","",
"200~300만원 미만","구입없음","발효미생물류","비율","","44.1","32.9","","",
"200~300만원 미만","구입있음","비타민 및 무기질","비율","","65.2","70.7","","",
"200~300만원 미만","구입있음","식이섬유","비율","","42.2","38.9","","",
"200~300만원 미만","구입있음","아미노산 및 단백질","비율","","28.6","33.1","","",
"200~300만원 미만","구입있음","필수지방산","비율","","35.7","44.2","","",
"200~300만원 미만","구입있음","클로렐라/엽록소","비율","","26.4","28.6","","",
"200~300만원 미만","구입있음","인삼류","비율","","43.4","47.2","","",
"200~300만원 미만","구입있음","페놀류","비율","","24.2","28","","",
"200~300만원 미만","구입있음","당 및 탄수화물","비율","","21.6","28.6","","",
"200~300만원 미만","구입있음","발효미생물류","비율","","55.9","67.1","","",
"200~300만원 미만","매우 감소","비타민 및 무기질","비율","%",".5","1.1","","",
"200~300만원 미만","매우 감소","식이섬유","비율","%","8.7","3","","",
"200~300만원 미만","매우 감소","아미노산 및 단백질","비율","%","7.8","2.9","","",
"200~300만원 미만","매우 감소","필수지방산","비율","%","1.3","1.7","","",
"200~300만원 미만","매우 감소","클로렐라/엽록소","비율","%","7.2","8.1","","",
"200~300만원 미만","매우 감소","인삼류","비율","%","4.3","7.1","","",
"200~300만원 미만","매우 감소","페놀류","비율","%","2.6","6.7","","",
"200~300만원 미만","매우 감소","당 및 탄수화물","비율","%","2.4","6.2","","",
"200~300만원 미만","매우 감소","발효미생물류","비율","%","4","3.6","","",
"200~300만원 미만","약간 감소","비타민 및 무기질","비율","%","5.1","6.2","","",
"200~300만원 미만","약간 감소","식이섬유","비율","%","12.3","15.2","","",
"200~300만원 미만","약간 감소","아미노산 및 단백질","비율","%","18.5","18.2","","",
"200~300만원 미만","약간 감소","필수지방산","비율","%","3","10.9","","",
"200~300만원 미만","약간 감소","클로렐라/엽록소","비율","%","17.5","4.9","","",
"200~300만원 미만","약간 감소","인삼류","비율","%","14.4","16.5","","",
"200~300만원 미만","약간 감소","페놀류","비율","%","23","8.6","","",
"200~300만원 미만","약간 감소","당 및 탄수화물","비율","%","28.2","5.6","","",
"200~300만원 미만","약간 감소","발효미생물류","비율","%","15.2","9.6","","",
"200~300만원 미만","비슷","비타민 및 무기질","비율","%","64.1","66","","",
"200~300만원 미만","비슷","식이섬유","비율","%","66.1","62.8","","",
"200~300만원 미만","비슷","아미노산 및 단백질","비율","%","63.7","63.9","","",
"200~300만원 미만","비슷","필수지방산","비율","%","67.8","62.2","","",
"200~300만원 미만","비슷","클로렐라/엽록소","비율","%","72.5","81.3","","",
"200~300만원 미만","비슷","인삼류","비율","%","54.3","58.4","","",
"200~300만원 미만","비슷","페놀류","비율","%","71.6","67.9","","",
"200~300만원 미만","비슷","당 및 탄수화물","비율","%","65.4","76.8","","",
"200~300만원 미만","비슷","발효미생물류","비율","%","58.9","61.9","","",
"200~300만원 미만","약간 증가","비타민 및 무기질","비율","%","30.3","24.6","","",
"200~300만원 미만","약간 증가","식이섬유","비율","%","12.8","18.3","","",
"200~300만원 미만","약간 증가","아미노산 및 단백질","비율","%","10.1","13.6","","",
"200~300만원 미만","약간 증가","필수지방산","비율","%","27.9","25.2","","",
"200~300만원 미만","약간 증가","클로렐라/엽록소","비율","%","2.9","5.7","","",
"200~300만원 미만","약간 증가","인삼류","비율","%","26.7","17.3","","",
"200~300만원 미만","약간 증가","페놀류","비율","%","2.8","16.8","","",
"200~300만원 미만","약간 증가","당 및 탄수화물","비율","%","4","11.4","","",
"200~300만원 미만","약간 증가","발효미생물류","비율","%","21.7","24.1","","",
"200~300만원 미만","매우 증가","비타민 및 무기질","비율","%","0","2.1","","",
"200~300만원 미만","매우 증가","식이섬유","비율","%","0",".8","","",
"200~300만원 미만","매우 증가","아미노산 및 단백질","비율","%","0","1.4","","",
"200~300만원 미만","매우 증가","필수지방산","비율","%","0","","","",
"200~300만원 미만","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"200~300만원 미만","매우 증가","인삼류","비율","%",".3",".6","","",
"200~300만원 미만","매우 증가","페놀류","비율","%","0","0","","",
"200~300만원 미만","매우 증가","당 및 탄수화물","비율","%","0","0","","",
"200~300만원 미만","매우 증가","발효미생물류","비율","%",".2",".8","","",
"200~300만원 미만","평균","비타민 및 무기질","비율","점","3.24","3.21","","",
"200~300만원 미만","평균","식이섬유","비율","점","2.83","2.99","","",
"200~300만원 미만","평균","아미노산 및 단백질","비율","점","2.76","2.92","","",
"200~300만원 미만","평균","필수지방산","비율","점","3.22","3.11","","",
"200~300만원 미만","평균","클로렐라/엽록소","비율","점","2.71","2.84","","",
"200~300만원 미만","평균","인삼류","비율","점","3.04","2.88","","",
"200~300만원 미만","평균","페놀류","비율","점","2.75","2.95","","",
"200~300만원 미만","평균","당 및 탄수화물","비율","점","2.71","2.93","","",
"200~300만원 미만","평균","발효미생물류","비율","점","2.99","3.09","","",
"200~400만원 미만","구입없음","비타민 및 무기질","비율","","","","22.2","32.2",
"200~400만원 미만","구입없음","식이섬유","비율","","","","61.5","66.1",
"200~400만원 미만","구입없음","아미노산 및 단백질","비율","","","","57.9","65.5",
"200~400만원 미만","구입없음","지방산","비율","","","","40.9","46.6",
"200~400만원 미만","구입없음","엽록소","비율","","","","68.1","69",
"200~400만원 미만","구입없음","인삼류","비율","","","","44.8","44.9",
"200~400만원 미만","구입없음","페놀류","비율","","","","65.5","67.2",
"200~400만원 미만","구입없음","당 및 탄수화물","비율","","","","63.1","65.5",
"200~400만원 미만","구입없음","발효미생물류","비율","","","","30.6","38",
"200~400만원 미만","구입없음","신규기능성식품","비율","","","","49.2","50.8",
"200~400만원 미만","구입있음","비타민 및 무기질","비율","","","","77.8","67.8",
"200~400만원 미만","구입있음","식이섬유","비율","","","","38.5","33.9",
"200~400만원 미만","구입있음","아미노산 및 단백질","비율","","","","42.1","34.5",
"200~400만원 미만","구입있음","지방산","비율","","","","59.1","53.4",
"200~400만원 미만","구입있음","엽록소","비율","","","","31.9","31",
"200~400만원 미만","구입있음","인삼류","비율","","","","55.2","55.1",
"200~400만원 미만","구입있음","페놀류","비율","","","","34.5","32.8",
"200~400만원 미만","구입있음","당 및 탄수화물","비율","","","","36.9","34.5",
"200~400만원 미만","구입있음","발효미생물류","비율","","","","69.4","62",
"200~400만원 미만","구입있음","신규기능성식품","비율","","","","50.8","49.2",
"200~400만원 미만","매우 감소","비타민 및 무기질","비율","%","","","2.2","1",
"200~400만원 미만","매우 감소","식이섬유","비율","%","","","4.1","8.6",
"200~400만원 미만","매우 감소","아미노산 및 단백질","비율","%","","","5.2","10",
"200~400만원 미만","매우 감소","지방산","비율","%","","","1.2","1",
"200~400만원 미만","매우 감소","엽록소","비율","%","","","6.1","8.5",
"200~400만원 미만","매우 감소","인삼류","비율","%","","","4.4","4.3",
"200~400만원 미만","매우 감소","페놀류","비율","%","","","10.5","10.5",
"200~400만원 미만","매우 감소","당 및 탄수화물","비율","%","","","7","6.4",
"200~400만원 미만","매우 감소","발효미생물류","비율","%","","","1.7","2.1",
"200~400만원 미만","매우 감소","신규기능성식품","비율","%","","","4.1","5.3",
"200~400만원 미만","약간 감소","비타민 및 무기질","비율","%","","","7.6","4.5",
"200~400만원 미만","약간 감소","식이섬유","비율","%","","","14","13.2",
"200~400만원 미만","약간 감소","아미노산 및 단백질","비율","%","","","15.1","15",
"200~400만원 미만","약간 감소","지방산","비율","%","","","10.6","10.5",
"200~400만원 미만","약간 감소","엽록소","비율","%","","","16.8","15.9",
"200~400만원 미만","약간 감소","인삼류","비율","%","","","12.4","13.7",
"200~400만원 미만","약간 감소","페놀류","비율","%","","","16.4","15.7",
"200~400만원 미만","약간 감소","당 및 탄수화물","비율","%","","","16.9","15.1",
"200~400만원 미만","약간 감소","발효미생물류","비율","%","","","5.7","7.9",
"200~400만원 미만","약간 감소","신규기능성식품","비율","%","","","11.4","11.8",
"200~400만원 미만","비슷","비타민 및 무기질","비율","%","","","70.9","77.9",
"200~400만원 미만","비슷","식이섬유","비율","%","","","61","64.1",
"200~400만원 미만","비슷","아미노산 및 단백질","비율","%","","","61.9","64.4",
"200~400만원 미만","비슷","지방산","비율","%","","","62.9","69.2",
"200~400만원 미만","비슷","엽록소","비율","%","","","66.4","67.9",
"200~400만원 미만","비슷","인삼류","비율","%","","","62.3","61",
"200~400만원 미만","비슷","페놀류","비율","%","","","60.9","67.1",
"200~400만원 미만","비슷","당 및 탄수화물","비율","%","","","64","68",
"200~400만원 미만","비슷","발효미생물류","비율","%","","","54.2","71",
"200~400만원 미만","비슷","신규기능성식품","비율","%","","","63.9","65.2",
"200~400만원 미만","약간 증가","비타민 및 무기질","비율","%","","","18.1","16.6",
"200~400만원 미만","약간 증가","식이섬유","비율","%","","","20.9","13.8",
"200~400만원 미만","약간 증가","아미노산 및 단백질","비율","%","","","17.3","10.6",
"200~400만원 미만","약간 증가","지방산","비율","%","","","25","19.1",
"200~400만원 미만","약간 증가","엽록소","비율","%","","","10.8","7.6",
"200~400만원 미만","약간 증가","인삼류","비율","%","","","20","20",
"200~400만원 미만","약간 증가","페놀류","비율","%","","","11.9","6.1",
"200~400만원 미만","약간 증가","당 및 탄수화물","비율","%","","","11.4","10.1",
"200~400만원 미만","약간 증가","발효미생물류","비율","%","","","36.6","18.8",
"200~400만원 미만","약간 증가","신규기능성식품","비율","%","","","19.8","17.7",
"200~400만원 미만","매우 증가","비타민 및 무기질","비율","%","","","1.2","0",
"200~400만원 미만","매우 증가","식이섬유","비율","%","","","0",".3",
"200~400만원 미만","매우 증가","아미노산 및 단백질","비율","%","","",".4","0",
"200~400만원 미만","매우 증가","지방산","비율","%","","",".4",".2",
"200~400만원 미만","매우 증가","엽록소","비율","%","","","0","0",
"200~400만원 미만","매우 증가","인삼류","비율","%","","",".9","1.1",
"200~400만원 미만","매우 증가","페놀류","비율","%","","",".3",".7",
"200~400만원 미만","매우 증가","당 및 탄수화물","비율","%","","",".8",".4",
"200~400만원 미만","매우 증가","발효미생물류","비율","%","","","1.8",".3",
"200~400만원 미만","매우 증가","신규기능성식품","비율","%","","",".7","0",
"200~400만원 미만","평균","비타민 및 무기질","비율","점","","","3.09","3.1",
"200~400만원 미만","평균","식이섬유","비율","점","","","2.99","2.84",
"200~400만원 미만","평균","아미노산 및 단백질","비율","점","","","2.93","2.76",
"200~400만원 미만","평균","지방산","비율","점","","","3.13","3.07",
"200~400만원 미만","평균","엽록소","비율","점","","","2.82","2.75",
"200~400만원 미만","평균","인삼류","비율","점","","","3.01","3",
"200~400만원 미만","평균","페놀류","비율","점","","","2.75","2.71",
"200~400만원 미만","평균","당 및 탄수화물","비율","점","","","2.82","2.83",
"200~400만원 미만","평균","발효미생물류","비율","점","","","3.31","3.07",
"200~400만원 미만","평균","신규기능성식품","비율","점","","","3.02","2.95",
"300~400만원 미만","구입없음","비타민 및 무기질","비율","","21","16.2","","",
"300~400만원 미만","구입없음","식이섬유","비율","","50.8","58.6","","",
"300~400만원 미만","구입없음","아미노산 및 단백질","비율","","61.6","59.1","","",
"300~400만원 미만","구입없음","필수지방산","비율","","46.5","49.5","","",
"300~400만원 미만","구입없음","클로렐라/엽록소","비율","","60.5","64.5","","",
"300~400만원 미만","구입없음","인삼류","비율","","40.1","42","","",
"300~400만원 미만","구입없음","페놀류","비율","","63.5","64.8","","",
"300~400만원 미만","구입없음","당 및 탄수화물","비율","","64.6","61.9","","",
"300~400만원 미만","구입없음","발효미생물류","비율","","36.6","27.1","","",
"300~400만원 미만","구입있음","비타민 및 무기질","비율","","79","83.8","","",
"300~400만원 미만","구입있음","식이섬유","비율","","49.2","41.4","","",
"300~400만원 미만","구입있음","아미노산 및 단백질","비율","","38.4","40.9","","",
"300~400만원 미만","구입있음","필수지방산","비율","","53.5","50.5","","",
"300~400만원 미만","구입있음","클로렐라/엽록소","비율","","39.5","35.5","","",
"300~400만원 미만","구입있음","인삼류","비율","","59.9","58","","",
"300~400만원 미만","구입있음","페놀류","비율","","36.5","35.2","","",
"300~400만원 미만","구입있음","당 및 탄수화물","비율","","35.4","38.1","","",
"300~400만원 미만","구입있음","발효미생물류","비율","","63.4","72.9","","",
"300~400만원 미만","매우 감소","비타민 및 무기질","비율","%","5",".3","","",
"300~400만원 미만","매우 감소","식이섬유","비율","%","5.6",".9","","",
"300~400만원 미만","매우 감소","아미노산 및 단백질","비율","%","5.1",".6","","",
"300~400만원 미만","매우 감소","필수지방산","비율","%","5.1","7.6","","",
"300~400만원 미만","매우 감소","클로렐라/엽록소","비율","%","5.6","7.4","","",
"300~400만원 미만","매우 감소","인삼류","비율","%","2.7","11.9","","",
"300~400만원 미만","매우 감소","페놀류","비율","%","4.7",".9","","",
"300~400만원 미만","매우 감소","당 및 탄수화물","비율","%","6.8","16.1","","",
"300~400만원 미만","매우 감소","발효미생물류","비율","%","3","1","","",
"300~400만원 미만","약간 감소","비타민 및 무기질","비율","%","4.8","1.2","","",
"300~400만원 미만","약간 감소","식이섬유","비율","%","13.6","15.6","","",
"300~400만원 미만","약간 감소","아미노산 및 단백질","비율","%","14.9","12.3","","",
"300~400만원 미만","약간 감소","필수지방산","비율","%","11.7","15.4","","",
"300~400만원 미만","약간 감소","클로렐라/엽록소","비율","%","12.5","15","","",
"300~400만원 미만","약간 감소","인삼류","비율","%","16.3","16","","",
"300~400만원 미만","약간 감소","페놀류","비율","%","26.8","15.2","","",
"300~400만원 미만","약간 감소","당 및 탄수화물","비율","%","12.3","16.2","","",
"300~400만원 미만","약간 감소","발효미생물류","비율","%","6.5","9.7","","",
"300~400만원 미만","비슷","비타민 및 무기질","비율","%","76.9","53.7","","",
"300~400만원 미만","비슷","식이섬유","비율","%","64.8","63.5","","",
"300~400만원 미만","비슷","아미노산 및 단백질","비율","%","69.4","60.6","","",
"300~400만원 미만","비슷","필수지방산","비율","%","65.8","50","","",
"300~400만원 미만","비슷","클로렐라/엽록소","비율","%","73.1","52.1","","",
"300~400만원 미만","비슷","인삼류","비율","%","59.3","56.8","","",
"300~400만원 미만","비슷","페놀류","비율","%","60.2","60.9","","",
"300~400만원 미만","비슷","당 및 탄수화물","비율","%","75.5","50.8","","",
"300~400만원 미만","비슷","발효미생물류","비율","%","64.8","65","","",
"300~400만원 미만","약간 증가","비타민 및 무기질","비율","%","13.3","42.1","","",
"300~400만원 미만","약간 증가","식이섬유","비율","%","16.1","20","","",
"300~400만원 미만","약간 증가","아미노산 및 단백질","비율","%","9.2","23.9","","",
"300~400만원 미만","약간 증가","필수지방산","비율","%","16.8","25.2","","",
"300~400만원 미만","약간 증가","클로렐라/엽록소","비율","%","8.8","25.5","","",
"300~400만원 미만","약간 증가","인삼류","비율","%","21.7","15.4","","",
"300~400만원 미만","약간 증가","페놀류","비율","%","8.2","20.6","","",
"300~400만원 미만","약간 증가","당 및 탄수화물","비율","%","5.4","14.2","","",
"300~400만원 미만","약간 증가","발효미생물류","비율","%","24.6","22.7","","",
"300~400만원 미만","매우 증가","비타민 및 무기질","비율","%","0","2.8","","",
"300~400만원 미만","매우 증가","식이섬유","비율","%","0","0","","",
"300~400만원 미만","매우 증가","아미노산 및 단백질","비율","%","1.3","2.5","","",
"300~400만원 미만","매우 증가","필수지방산","비율","%",".7","1.8","","",
"300~400만원 미만","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"300~400만원 미만","매우 증가","인삼류","비율","%","0","0","","",
"300~400만원 미만","매우 증가","페놀류","비율","%","0","2.4","","",
"300~400만원 미만","매우 증가","당 및 탄수화물","비율","%","0","2.7","","",
"300~400만원 미만","매우 증가","발효미생물류","비율","%","1.2","1.5","","",
"300~400만원 미만","평균","비타민 및 무기질","비율","점","2.99","3.46","","",
"300~400만원 미만","평균","식이섬유","비율","점","2.91","3.03","","",
"300~400만원 미만","평균","아미노산 및 단백질","비율","점","2.87","3.15","","",
"300~400만원 미만","평균","필수지방산","비율","점","2.96","2.98","","",
"300~400만원 미만","평균","클로렐라/엽록소","비율","점","2.85","2.96","","",
"300~400만원 미만","평균","인삼류","비율","점","3","2.76","","",
"300~400만원 미만","평균","페놀류","비율","점","2.72","3.09","","",
"300~400만원 미만","평균","당 및 탄수화물","비율","점","2.79","2.71","","",
"300~400만원 미만","평균","발효미생물류","비율","점","3.15","3.14","","",
"400~500만원 미만","구입없음","비타민 및 무기질","비율","","26.2","15.3","","",
"400~500만원 미만","구입없음","식이섬유","비율","","62","46.6","","",
"400~500만원 미만","구입없음","아미노산 및 단백질","비율","","63.9","54.9","","",
"400~500만원 미만","구입없음","필수지방산","비율","","45.5","41.2","","",
"400~500만원 미만","구입없음","클로렐라/엽록소","비율","","67.3","59","","",
"400~500만원 미만","구입없음","인삼류","비율","","47.8","34.7","","",
"400~500만원 미만","구입없음","페놀류","비율","","68.5","63","","",
"400~500만원 미만","구입없음","당 및 탄수화물","비율","","66.4","57.9","","",
"400~500만원 미만","구입없음","발효미생물류","비율","","36.4","22","","",
"400~500만원 미만","구입있음","비타민 및 무기질","비율","","73.8","84.7","","",
"400~500만원 미만","구입있음","식이섬유","비율","","38","53.4","","",
"400~500만원 미만","구입있음","아미노산 및 단백질","비율","","36.1","45.1","","",
"400~500만원 미만","구입있음","필수지방산","비율","","54.5","58.8","","",
"400~500만원 미만","구입있음","클로렐라/엽록소","비율","","32.7","41","","",
"400~500만원 미만","구입있음","인삼류","비율","","52.2","65.3","","",
"400~500만원 미만","구입있음","페놀류","비율","","31.5","37","","",
"400~500만원 미만","구입있음","당 및 탄수화물","비율","","33.6","42.1","","",
"400~500만원 미만","구입있음","발효미생물류","비율","","63.6","78","","",
"400~500만원 미만","매우 감소","비타민 및 무기질","비율","%","3.5",".6","","",
"400~500만원 미만","매우 감소","식이섬유","비율","%","4.3","1.6","","",
"400~500만원 미만","매우 감소","아미노산 및 단백질","비율","%","2.4",".6","","",
"400~500만원 미만","매우 감소","필수지방산","비율","%","4.7",".7","","",
"400~500만원 미만","매우 감소","클로렐라/엽록소","비율","%","11.5","3.1","","",
"400~500만원 미만","매우 감소","인삼류","비율","%","7.3","3.6","","",
"400~500만원 미만","매우 감소","페놀류","비율","%","2.1",".8","","",
"400~500만원 미만","매우 감소","당 및 탄수화물","비율","%","6.5","5.1","","",
"400~500만원 미만","매우 감소","발효미생물류","비율","%","3.6","3.1","","",
"400~500만원 미만","약간 감소","비타민 및 무기질","비율","%","5.1","4.2","","",
"400~500만원 미만","약간 감소","식이섬유","비율","%","27.1","16","","",
"400~500만원 미만","약간 감소","아미노산 및 단백질","비율","%","22.5","15","","",
"400~500만원 미만","약간 감소","필수지방산","비율","%","9.9","8.8","","",
"400~500만원 미만","약간 감소","클로렐라/엽록소","비율","%","18.9","12.3","","",
"400~500만원 미만","약간 감소","인삼류","비율","%","12.9","12.7","","",
"400~500만원 미만","약간 감소","페놀류","비율","%","21.6","11.2","","",
"400~500만원 미만","약간 감소","당 및 탄수화물","비율","%","15.5","16","","",
"400~500만원 미만","약간 감소","발효미생물류","비율","%","8.2","7.1","","",
"400~500만원 미만","비슷","비타민 및 무기질","비율","%","74.3","59.6","","",
"400~500만원 미만","비슷","식이섬유","비율","%","60.5","69.4","","",
"400~500만원 미만","비슷","아미노산 및 단백질","비율","%","66.3","60.2","","",
"400~500만원 미만","비슷","필수지방산","비율","%","62.5","64.5","","",
"400~500만원 미만","비슷","클로렐라/엽록소","비율","%","60.4","71","","",
"400~500만원 미만","비슷","인삼류","비율","%","59.6","61.2","","",
"400~500만원 미만","비슷","페놀류","비율","%","60.7","80.3","","",
"400~500만원 미만","비슷","당 및 탄수화물","비율","%","68.5","69.5","","",
"400~500만원 미만","비슷","발효미생물류","비율","%","71.3","53.2","","",
"400~500만원 미만","약간 증가","비타민 및 무기질","비율","%","17.1","35.2","","",
"400~500만원 미만","약간 증가","식이섬유","비율","%","8.1","10.6","","",
"400~500만원 미만","약간 증가","아미노산 및 단백질","비율","%","8.7","22.8","","",
"400~500만원 미만","약간 증가","필수지방산","비율","%","22.9","25.6","","",
"400~500만원 미만","약간 증가","클로렐라/엽록소","비율","%","9.1","13.6","","",
"400~500만원 미만","약간 증가","인삼류","비율","%","19.7","21.1","","",
"400~500만원 미만","약간 증가","페놀류","비율","%","15.5","7.8","","",
"400~500만원 미만","약간 증가","당 및 탄수화물","비율","%","9.4","8.8","","",
"400~500만원 미만","약간 증가","발효미생물류","비율","%","16.9","34.7","","",
