코드유형,코드,코드명
RST_DLY_NTC_STAT_CD,2,결재진행
RST_DLY_NTC_STAT_CD,3,결재완료
RST_DLY_NTC_STAT_CD,4,결재반려
RST_DLY_NTC_STAT_CD,5,결재회수
RST_DLY_NTC_STAT_CD,6,결재회수
RSTRC_TY_CD,1,치료기간 중 횟수 제한(한방첩약 등)
RSTRC_TY_CD,2,최초시술기준 횟수 제한(신경차단술 )
RSTRC_TY_CD,3,년단위 횟수 제한(골밀도검사)
RSTRC_TY_CD,4,월1회 인정(관절가동범위검사 등)
RSTRC_TY_CD,5,연단위 및 월단위 횟수 제한(만성질환관리료)
RSTRC_TY_CD,6,3개월까지 인정(복합운동치료)
RSTRC_TY_CD,7,주단위 및 치료기간 중 횟수 제한(도수치료)
RSTRC_TY_CD,8,"주단위 횟수 제한(한방자락관법, 간섭파치료,  경피전기신경자극치료 등)"
RSTRC_TY_CD,9,"수상일기준 주단위 횟수 제한(약침술, 추나요법)"
RSTRC_TY_CD,10,수상일기준 횟수 제한 (레이저반흔성형술)
RSVN_TP_CD,1,유보
RSVN_TP_CD,2,통보대상
RSVN_TP_CD,3,정상상태
RT_ADJ_TP_CD,C         ,한방추나요법
RT_ADJ_TP_CD,J         ,정신요법
RT_ADJ_TP_CD,M         ,물리치료
RV_ADJP_TP_CD,0,심사무
RV_ADJP_TP_CD,1,상근심사위원 심사건
RV_ADJP_TP_CD,2,비상근심사위원 심사건
RV_ADJP_TP_CD,9,심사직원 심사조정건
RV_APND_DATA_DIV_CD,A0        ,진료기록부
RV_APND_DATA_DIV_CD,B0        ,검사결과지
RV_APND_DATA_DIV_CD,C0        ,영상자료
RV_APND_DATA_DIV_CD,D0        ,기타자료
RV_APND_DATA_TP_CD,A001      ,입퇴원기록지
RV_APND_DATA_TP_CD,A002      ,의사지시기록지
RV_APND_DATA_TP_CD,A003      ,수술기록지
RV_APND_DATA_TP_CD,A004      ,마취기록지
RV_APND_DATA_TP_CD,A005      ,경과기록지
RV_APND_DATA_TP_CD,A006      ,간호기록지
RV_APND_DATA_TP_CD,A007      ,집중치료실기록지
RV_APND_DATA_TP_CD,A008      ,투약기록지
RV_APND_DATA_TP_CD,A009      ,신경차단술시술기록지
RV_APND_DATA_TP_CD,A010      ,혈액투여기록지
RV_APND_DATA_TP_CD,A011      ,"재활,물리치료기록지"
RV_APND_DATA_TP_CD,A012      ,방사선치료기록지
RV_APND_DATA_TP_CD,B021      ,검체검사결과지
RV_APND_DATA_TP_CD,B022      ,조직병리검사결과지
RV_APND_DATA_TP_CD,B023      ,기능검사결과지
RV_APND_DATA_TP_CD,B024      ,"내시경, 천자 및 생검료 결과지"
RV_APND_DATA_TP_CD,B025      ,골밀도검사 결과지
RV_APND_DATA_TP_CD,B026      ,핵의학영상진단결과지
RV_APND_DATA_TP_CD,B027      ,판독결과지
RV_APND_DATA_TP_CD,C041      ,X-RAY 필름
RV_APND_DATA_TP_CD,C042      ,CD
RV_APND_DATA_TP_CD,C043      ,디스켓
RV_APND_DATA_TP_CD,C044      ,Full PACS
RV_APND_DATA_TP_CD,C045      ,비디오테이프
RV_APND_DATA_TP_CD,C046      ,Roll film
RV_APND_DATA_TP_CD,C047      ,Cine 필름
RV_APND_DATA_TP_CD,C048      ,file (mail)
RV_APND_DATA_TP_CD,D061      ,의사소견서
RV_APND_DATA_TP_CD,D062      ,장기입원사유서
RV_APND_DATA_TP_CD,D063      ,집중치료실 장기입원사유서
RV_APND_DATA_TP_CD,D064      ,교과서적 자료 등 근거자료
RV_APND_DATA_TP_CD,D065      ,협의진찰기록지
RV_APND_DATA_TP_CD,D066      ,응급실기록지
RV_APND_DATA_TP_CD,D099      ,기타
RV_BIZ_FLD_CD,0,보완
RV_BIZ_FLD_CD,1,1차심사
RV_BIZ_TGT_CD,1,종병
RV_BIZ_TGT_CD,2,병원
RV_BIZ_TGT_CD,3,의원디스켓
RV_BIZ_TGT_CD,4,의원EDI
RV_BIZ_TGT_CD,5,치과
RV_BIZ_TGT_CD,6,약국
RV_BIZ_TGT_CD,7,한방
RV_BIZ_TGT_CD,8,보건
RV_BIZ_TGT_CD,9,보호정신과
RV_BIZ_TGT_CD,10,DRG
RV_BIZ_TGT_CD,99,해당없음
RV_BLT_TP_CD,E         ,긴급
RV_BLT_TP_CD,G         ,일반
RV_BRD_KND_CD,1,심사알림
RV_BRD_KND_CD,2,선별집중심사
RV_BRD_KND_CD,3,심사사례공개
RV_BRD_KND_CD,4,심사사례컨퍼런스
RV_BRD_KND_CD,5,종합정보게시판
RV_CMT_ARST_DATA_TP_CD,1,원심
RV_CMT_ARST_DATA_TP_CD,2,재심
RV_CMT_ARST_DATA_TP_CD,3,민원
RV_CMT_CSLT_RST_TP_CD,1,인정
RV_CMT_CSLT_RST_TP_CD,2,조정
RV_CMT_CSLT_RST_TP_CD,3,자료요청
RV_CMT_CSLT_RST_TP_CD,4,관련보류
RV_CMT_CSLT_RST_TP_CD,5,일부인정
RV_CMT_CSLT_RST_TP_CD,6,자료보완
RV_CMT_CSLT_RST_TP_CD,11,인정
RV_CMT_CSLT_RST_TP_CD,12,일부인정
RV_CMT_CSLT_RST_TP_CD,13,기각
RV_CMT_DGSBJT_CD,1,흉부외과
RV_CMT_DGSBJT_CD,2,척추
RV_CMT_DGSBJT_CD,3,"내분비,대사내과"
RV_CMT_DGSBJT_CD,4,류마티스내과
RV_CMT_DGSBJT_CD,5,감염내과
RV_CMT_DGSBJT_CD,6,혈액종양내과
RV_CMT_DGSBJT_CD,7,방사선종양학과
RV_CMT_DGSBJT_CD,8,산부인과
RV_CMT_DGSBJT_CD,9,소아청소년과
RV_CMT_DGSBJT_CD,10,치과
RV_CMT_DGSBJT_CD,11,한방
RV_CMT_DGSBJT_CD,12,약리
RV_CMT_DGSBJT_CD,13,영상의학과
RV_CMT_DGSBJT_CD,14,진단검사의학과
RV_CMT_DGSBJT_CD,15,병리과
RV_CMT_DGSBJT_CD,16,핵의학과
RV_CMT_DGSBJT_CD,17,조혈모
RV_CMT_DGSBJT_CD,99,기타
RV_CMT_DUTY_CD,1,책임위원
RV_CMT_DUTY_CD,2,대표위원
RV_CMT_DUTY_CD,3,상근심사위원
RV_CMT_DUTY_CD,4,전문위원
RV_CMT_DUTY_CD,5,자문위원
RV_CMT_DUTY_CD,99,기타
RV_CMT_SPC_FLD_CD,1,척추
RV_CMT_SPC_FLD_CD,2,슬관절
RV_CMT_SPC_FLD_CD,3,견관절
RV_CMT_SPC_FLD_CD,4,수부
RV_CMT_SPC_FLD_CD,5,한방
RV_CMT_SPC_FLD_CD,6,두부
RV_CMT_SPC_FLD_CD,ZZ        ,기타
RV_CMT_TP_CD,1,상근
RV_CMT_TP_CD,2,전문
RV_CMT_TP_CD,3,자문
RV_CMT_TP_CD,4,겸임
RV_CMT_TP_CD,5,평가
RV_CMT_TP_CD,9,결재생략
RV_CMTT_CD,1,"이비인후과Ⅰ(두경부, 비인후)"
RV_CMTT_CD,2,신경과
RV_CMTT_CD,3,정신건강의학과
RV_CMTT_CD,4,"외과Ⅰ(소화기,내분비,소아)"
RV_CMTT_CD,5,"정형외과Ⅰ(관절, 치환술)"
RV_CMTT_CD,6,신경외과
RV_CMTT_CD,7,흉부외과
RV_CMTT_CD,8,성형외과
RV_CMTT_CD,9,마취통증의학과
RV_CMTT_CD,10,산부인과
RV_CMTT_CD,11,"소아청소년과Ⅰ(혈액,종양,심장,신경)"
RV_CMTT_CD,12,안과
RV_CMTT_CD,13,"이비인후과Ⅰ(인공와우,이부)"
RV_CMTT_CD,14,피부과
RV_CMTT_CD,15,비뇨기과
RV_CMTT_CD,16,영상의학과Ⅰ(뇌혈관중재)
RV_CMTT_CD,17,방사선종양학과
RV_CMTT_CD,18,진단검사의학과
RV_CMTT_CD,19,재활의학과
RV_CMTT_CD,20,핵의학과
RV_CMTT_CD,21,"내과Ⅲ(관상동맥,스텐트)"
RV_CMTT_CD,22,암종양
RV_CMTT_CD,23,"이비인후과Ⅱ(이부,인공와우)"
RV_CMTT_CD,24,한방과
RV_CMTT_CD,25,약리학과
RV_CMTT_CD,26,지역심사평가조정위원회
RV_CMTT_CD,27,본원차장회의
RV_CMTT_CD,28,지원차장회의
RV_CMTT_CD,29,조혈모세포이식
RV_CMTT_CD,30,기타
RV_CMTT_CD,31,제 1분과
RV_CMTT_CD,32,제 2분과
RV_CMTT_CD,33,제 3분과
RV_CMTT_CD,34,제 4분과
RV_CMTT_CD,35,제 5분과
RV_CMTT_CD,36,제 6분과
RV_CMTT_CD,37,제 7분과
RV_CMTT_CD,38,제 8분과
RV_CMTT_CD,39,제 9분과
RV_CMTT_CD,40,제10분과
RV_CMTT_CD,41,내과Ⅰ(위장관계 소화기)
RV_CMTT_CD,42,내과Ⅱ(간담췌계 소화기)
RV_CMTT_CD,43,"치과I(구강악안면외과,치주과 등)"
RV_CMTT_CD,44,"치과II(소아치과,치과보존과,구강내과,치과교정과,치과보철과 등)"
RV_CMTT_CD,45,장기이식
RV_CMTT_CD,46,면역관용요법
RV_CMTT_CD,47,치료방사선과
RV_CMTT_CD,48,약제분과
RV_CMTT_CD,50,중앙심사평가조정위원회
RV_CMTT_CD,51,제11분과
RV_CMTT_CD,52,병리과
RV_CMTT_CD,53,내과Ⅳ(부정맥 등)
RV_CMTT_CD,54,척추
RV_CMTT_CD,55,"내과Ⅴ(내분비,류마티스)"
RV_CMTT_CD,56,"내과Ⅵ(혈액종양,신장)"
RV_CMTT_CD,57,내과Ⅶ(감염)
RV_CMTT_CD,58,"내과Ⅷ(호흡기,알레르기)"
RV_CMTT_CD,59,"외과Ⅱ(혈관,화상 등)"
RV_CMTT_CD,60,"정형외과Ⅱ(골절, 미세수술 등)"
RV_CMTT_CD,61,"소아청소년과Ⅱ(감염,호흡기,당뇨,신생아)"
RV_CMTT_CD,62,"이비인후과Ⅱ(두ㆍ경부,비ㆍ인후)"
RV_CMTT_CD,63,"영상의학과Ⅱ(특수영상진단,기타중재)"
RV_CMTT_CD,64,제1분과위원회
RV_CMTT_CD,65,제2분과위원회
RV_CMTT_CD,66,제3분과위원회
RV_CMTT_CD,67,제4분과위원회
RV_CMTT_CD,68,제5분과위원회
RV_CMTT_CD,69,제6분과위원회
RV_CMTT_CD,70,제7분과위원회
RV_CMTT_CD,71,제8분과위원회
RV_CMTT_CD,72,제9분과위원회
RV_CMTT_CD,73,제10분과위원회
RV_CMTT_CD,74,제11분과위원회
RV_CMTT_CD,75,제12분과위원회
RV_CMTT_CD,76,제13분과위원회
RV_CMTT_CD,77,제14분과위원회
RV_CMTT_CD,78,제15분과위원회
RV_CMTT_CD,79,제16분과위원회
RV_CMTT_CD,80,제17분과위원회
RV_CMTT_CD,81,제18분과위원회
RV_CMTT_CD,82,혈우병
RV_CMTT_CD,83,소화기내과Ⅰ(위장관계)
RV_CMTT_CD,84,소화기내과Ⅱ(간담췌계)
RV_CMTT_CD,85,소화기내시경
RV_CMTT_CD,86,순환기내과Ⅰ(관상동맥)
RV_CMTT_CD,87,순환기내과Ⅱ(부정맥 등)
RV_CMTT_CD,88,내분비내과
RV_CMTT_CD,89,류마티스내과
RV_CMTT_CD,90,신장내과
RV_CMTT_CD,91,감염내과(항생제 등)
RV_CMTT_CD,92,호흡기 알레르기내과
RV_CMTT_CD,93,혈액종양내과Ⅰ(종양)
RV_CMTT_CD,94,"혈액종양내과Ⅱ(혈액질환, 조혈모세포이식)"
RV_CMTT_CD,95,"소아청소년과Ⅰ(감염, 호흡기, 심장 등)"
RV_CMTT_CD,96,"소아청소년과Ⅱ(혈액종양, 혈우)"
RV_CMTT_CD,97,영상의학과Ⅰ(진단)
RV_CMTT_CD,98,영상의학과Ⅱ(중재시술)
RV_CMTT_CD,99,중앙평가
RV_CMTT_CD,100,내분비·대사내과
RV_CMTT_CD,101,류마티스내과
RV_CMTT_CD,102,마취통증의학과
RV_CMTT_CD,103,방사선종양학과
RV_CMTT_CD,104,병리과
RV_CMTT_CD,105,비뇨기과
RV_CMTT_CD,106,산부인과
RV_CMTT_CD,107,성형외과
RV_CMTT_CD,108,소아청소년과
RV_CMTT_CD,109,소화기내과
RV_CMTT_CD,110,순환기내과
RV_CMTT_CD,111,신경과
RV_CMTT_CD,112,신경외과
RV_CMTT_CD,113,신장내과
RV_CMTT_CD,114,안과
RV_CMTT_CD,115,약리
RV_CMTT_CD,116,약제
RV_CMTT_CD,117,영상의학과
RV_CMTT_CD,118,외과
RV_CMTT_CD,119,이비인후과
RV_CMTT_CD,120,재활의학과
RV_CMTT_CD,121,정신건강의학과
RV_CMTT_CD,122,정형외과
RV_CMTT_CD,123,조혈모 및 솔리리스
RV_CMTT_CD,124,진단검사의학과
RV_CMTT_CD,125,척추
RV_CMTT_CD,126,치과
RV_CMTT_CD,127,피부과
RV_CMTT_CD,128,한방
RV_CMTT_CD,129,핵의학과
RV_CMTT_CD,130,혈액종양내과
RV_CMTT_CD,131,호흡기·알레르기내과
RV_CMTT_CD,132,흉부외과
RV_CMTT_CD,133,감염내과
RV_CMTT_CD,135,내분비·대사내과
RV_CMTT_CD,136,류마티스내과
RV_CMTT_CD,137,마취통증의학과
RV_CMTT_CD,138,방사선종양학과
RV_CMTT_CD,139,병리과
RV_CMTT_CD,140,비뇨기과
RV_CMTT_CD,141,산부인과
RV_CMTT_CD,142,성형외과
RV_CMTT_CD,143,소아청소년과
RV_CMTT_CD,144,소화기내과
RV_CMTT_CD,145,순환기내과
RV_CMTT_CD,146,신경과
RV_CMTT_CD,147,신경외과
RV_CMTT_CD,148,신장내과
RV_CMTT_CD,149,안과
RV_CMTT_CD,150,약리
RV_CMTT_CD,151,영상의학과
RV_CMTT_CD,152,외과
RV_CMTT_CD,153,이비인후과
RV_CMTT_CD,154,재활의학과
RV_CMTT_CD,155,정신건강의학과
RV_CMTT_CD,156,정형외과
RV_CMTT_CD,157,진단검사의학과
RV_CMTT_CD,158,척추
RV_CMTT_CD,159,치과
RV_CMTT_CD,160,피부과
RV_CMTT_CD,161,한방
RV_CMTT_CD,162,핵의학과
RV_CMTT_CD,163,혈액종양내과
RV_CMTT_CD,164,호흡기·알레르기내과
RV_CMTT_CD,165,흉부외과
RV_CMTT_TP_CD,1,본원관련
RV_CMTT_TP_CD,2,지원관련
RV_CMTT_TP_CD,3,본원관련
RV_CMTT_TP_CD,4,지원관련
RV_CMTT_TP_CD,9,기타
RV_CRTR_ANCE_TP_CD,1,고시
RV_CRTR_ANCE_TP_CD,2,공고
RV_CRTR_ANCE_TP_CD,3,행정해석
RV_CRTR_BIZ_TP_CD,2,치료재료업무
RV_CRTR_BIZ_TP_CD,3,급여기준모니터링업무
RV_CRTR_LDIV_CD,A         ,급여기준
RV_CRTR_LDIV_CD,B         ,심사지침
RV_CRTR_LDIV_CD,C         ,행정해석
RV_CRTR_LDIV_CD,D         ,심의사례
RV_CRTR_LDIV_TY_CD,D         ,약제
RV_CRTR_LDIV_TY_CD,E         ,기타
RV_CRTR_LDIV_TY_CD,G         ,포괄수가
RV_CRTR_LDIV_TY_CD,H         ,호스피스
RV_CRTR_LDIV_TY_CD,K         ,기결정
RV_CRTR_LDIV_TY_CD,L         ,요양병원
RV_CRTR_LDIV_TY_CD,M         ,치료재료
RV_CRTR_LDIV_TY_CD,P         ,의료행위
RV_CRTR_MDIV_TY_CD,0,일반사항
RV_CRTR_MDIV_TY_CD,1,기본진료료
RV_CRTR_MDIV_TY_CD,2,검사료
RV_CRTR_MDIV_TY_CD,3,영상진단 및 방사선 치료료
RV_CRTR_MDIV_TY_CD,4,투약 및 조제료
RV_CRTR_MDIV_TY_CD,5,주사료
RV_CRTR_MDIV_TY_CD,6,마취료
RV_CRTR_MDIV_TY_CD,7,이학요법료
RV_CRTR_MDIV_TY_CD,8,정신요법료
RV_CRTR_MDIV_TY_CD,9,처치 및 수술료 등
RV_CRTR_MDIV_TY_CD,10,치과 처치 수술료
RV_CRTR_MDIV_TY_CD,11,조산료
RV_CRTR_MDIV_TY_CD,12,보건기관의 진료수가
RV_CRTR_MDIV_TY_CD,13,한방 검사료
RV_CRTR_MDIV_TY_CD,14,한방시술 및 처치료
RV_CRTR_MDIV_TY_CD,15,약국 약제비
RV_CRTR_MDIV_TY_CD,16,전혈 및 혈액성분제제료
RV_CRTR_MDIV_TY_CD,17,입원환자 식대
RV_CRTR_MDIV_TY_CD,18,치과의 보철료
RV_CRTR_MDIV_TY_CD,19,응급의료수가
RV_CRTR_MDIV_TY_CD,20,치과의 교정치료료
RV_CRTR_MDIV_TY_CD,E0        ,기타
RV_CSTC_CL_CD,21,병원
RV_CSTC_CL_CD,28,요양병원
RV_CSTC_CL_CD,31,의원
RV_CSTC_CL_CD,75,보건의료원
RV_CSTC_DIAG_TP_CD,1,의과
RV_CSTC_DIAG_TP_CD,2,치과
RV_CSTC_DIAG_TP_CD,7,보건기관
RV_CSTC_DIAG_TP_CD,9,한방
RV_CSTC_EXTT_DIAG_TY_CD,0,전체
RV_CSTC_EXTT_DIAG_TY_CD,1,입원
RV_CSTC_EXTT_DIAG_TY_CD,2,외래
RV_CSTC_EXTT_TGT_TP_CD,0,본지원간
RV_CSTC_EXTT_TGT_TP_CD,1,지원간
RV_CSTC_EXTT_TGT_TP_CD,2,본원
RV_CSTC_EXTT_TP_CD,1,변이율 구축
RV_CSTC_EXTT_TP_CD,2,명세서 추출
RV_CSTC_EXTT_TP_CD,3,변이율 추이
RV_CSTC_EXTT_TP_CD,4,변이명세 일괄구축
RV_CSTC_PRG_STAT_TP_CD,0,진행중
RV_CSTC_PRG_STAT_TP_CD,1,완료
RV_CSTC_RE_CHC_EXS_TP_CD,0,전체
RV_CSTC_RE_CHC_EXS_TP_CD,1,재점검비대상
RV_CSTC_RE_CHC_EXS_TP_CD,2,재점검대상
RV_CSTC_RE_CHC_EXS_TP_CD,3,중복명세서
RV_CSTC_RE_CHC_SEL_YN,N         ,미선정
RV_CSTC_RE_CHC_SEL_YN,Y         ,선정
RV_CSTC_RE_CHC_STEP_TP_CD,9,미결
RV_CSTC_RE_CHC_STEP_TP_CD,A         ,정
RV_CSTC_RE_CHC_STEP_TP_CD,B         ,경향(정)
RV_CSTC_RE_CHC_STEP_TP_CD,C         ,착오조정
RV_CSTC_RE_CHC_STEP_TP_CD,D         ,착오인정
RV_CSTC_RE_CHC_STEP_TP_CD,E         ,기타
RV_CSTC_RE_CHC_STEP_TP_CD,F         ,점검제외
RV_CSTC_RE_CHC_TP_CD,1,항목별
RV_CSTC_RE_CHC_TP_CD,2,주제별
RV_CSTC_SICK_TP_CD,0,전체
RV_CSTC_SICK_TP_CD,1,단독
RV_CSTC_SICK_TP_CD,2,복합
RV_CSTC_SPEC_SEL_TP_CD,1,"전체(S%,M%)"
RV_CSTC_SPEC_SEL_TP_CD,2,S%
RV_CSTC_SPEC_SEL_TP_CD,3,M%
RV_CSTC_UNI_OP_TP_CD,1,=
RV_CSTC_UNI_OP_TP_CD,2,!=
RV_CSTC_UNI_OP_TP_CD,3,<=
RV_CSTC_UNI_OP_TP_CD,4,>=
RV_CSTC_UNI_OP_TP_CD,5,between
RV_CSTC_UNI_OP_TP_CD,6,None
RV_DATA_TP_CD,1,DB
RV_DATA_TP_CD,2,첨부자료
RV_DATA_TP_CD,3,Dicom 자료
RV_DATA_TP_CD,4,Non-Dicom 자료
RV_DIAG_TP_CD,1,심사
RV_DIAG_TP_CD,2,진료
RV_DIAG_TRM_TP_CD,1,심사월
RV_DIAG_TRM_TP_CD,2,심사분기
RV_DIAG_TRM_TP_CD,3,심사반기
RV_DIAG_TRM_TP_CD,4,심사년도
RV_DIAG_TRM_TP_CD,5,진료월
RV_DIAG_TRM_TP_CD,6,진료분기
RV_DIAG_TRM_TP_CD,7,진료반기
RV_DIAG_TRM_TP_CD,8,진료년도
RV_DMD_APV_PRS_TP_CD,41,이의신청시 분석 미비
RV_DMD_APV_PRS_TP_CD,42,추가자료제출 - 심판청구시 추가 제출
RV_DMD_APV_PRS_TP_CD,43,심사위원 변경
RV_DMD_APV_PRS_TP_CD,44,동일 심사위원이 결정 번복
RV_DMD_APV_PRS_TP_CD,45,이의신청때 결재없이 기각
RV_DMD_APV_PRS_TP_CD,99,기타
RV_DMD_APV_TP_CD,1,기각
RV_DMD_APV_TP_CD,2,인정
RV_DMD_APV_TP_CD,3,일부인정
RV_DMD_APV_TP_CD,4,각하
RV_DMD_APV_TP_CD,5,취하
RV_DMD_DIAG_TP_CD,1,의과
RV_DMD_DIAG_TP_CD,2,치과
RV_DMD_DIAG_TP_CD,3,한방
RV_DMD_DIAG_TP_CD,4,약국
RV_DMD_LDIV_CD,11,기타
RV_DMD_MDIV_CD,100,진찰료_전체
RV_DMD_MDIV_CD,201,입원료_중환자실
RV_DMD_MDIV_CD,202,입원료_의학관리료
RV_DMD_MDIV_CD,203,입원료_무균실
RV_DMD_MDIV_CD,204,입원료_격리실
RV_DMD_MDIV_CD,205,입원료_보육기
RV_DMD_MDIV_CD,206,입원료_기타
RV_DMD_MDIV_CD,301,투약_항암제
RV_DMD_MDIV_CD,302,투약_항생제
RV_DMD_MDIV_CD,303,투약_기타
RV_DMD_MDIV_CD,401,주사_항암제
RV_DMD_MDIV_CD,402,주사_항생제
RV_DMD_MDIV_CD,403,주사_혈액
RV_DMD_MDIV_CD,404,주사_기타
RV_DMD_MDIV_CD,500,마취료_전체
RV_DMD_MDIV_CD,600,이학요법료_전체
RV_DMD_MDIV_CD,700,정신요법료_전체
RV_DMD_MDIV_CD,801,처치 및 수술_척추관련
RV_DMD_MDIV_CD,802,처치 및 수술_감마나이프
RV_DMD_MDIV_CD,803,"처치 및 수술_스텐트삽입술,풍선확장술"
RV_DMD_MDIV_CD,804,처치 및 수술_기타
RV_DMD_MDIV_CD,900,검사_전체
RV_DMD_MDIV_CD,1001,방사선_일반촬영
RV_DMD_MDIV_CD,1002,방사선_CT
RV_DMD_MDIV_CD,1003,방사선_MRI
RV_DMD_MDIV_CD,1004,방사선_PET
RV_DMD_MDIV_CD,1005,방사선_방사선치료
RV_DMD_MDIV_CD,1006,방사선_기타
RV_DMD_MDIV_CD,1100,기타_전체
RV_DMD_RCV_TP_CD,1,서면
RV_DMD_RCV_TP_CD,2,WEB
RV_DMD_REL_APND_DATA_TY_CD,1,CD
RV_DMD_REL_APND_DATA_TY_CD,2,X-ray
RV_DMD_REL_APND_DATA_TY_CD,3,기타
RV_DMD_REL_APND_DATA_TY_CD,4,CD + X-ray
RV_DMD_TGT_CFR_CD,0,정상청구
RV_DMD_TP_CD,1,복지부 심사청구
RV_DMD_TP_CD,2,심평원심사청구
RV_DMD_TP_CD,6,심평원민원심사청구
RV_DMD_TY_CD,1,의학적 타당성
RV_DMD_TY_CD,2,기왕증
RV_DSBT_TP_CD,1,자동
RV_DSBT_TP_CD,2,수동
RV_DSBT_TP_CD,3,담당자이동분배
RV_DTST_ADJ_TP_CD,1,전체
RV_DTST_ADJ_TP_CD,2,일부
RV_DTST_ADJ_TP_CD,3,다수
RV_EMP_PRS_TGT_TP_CD,1,원심
RV_EMP_PRS_TGT_TP_CD,2,보류
RV_EMP_PRS_TGT_TP_CD,3,원심+보류
RV_EMP_PRS_TGT_TP_CD,4,재심
RV_EMP_TP_CD,1,심사직원
RV_EMP_TP_CD,2,개인정보식별담당자
RV_EMP_TP_CD,9,심사위원
RV_END_TP_CD,N         ,미완료
RV_END_TP_CD,R         ,재분배
RV_END_TP_CD,X         ,재점검
RV_END_TP_CD,Y         ,심사완료
RV_END_YN,N         ,DEFAULT
RV_END_YN,X         ,재점검
RV_END_YN,Y         ,심사완료
RV_IPAT_OPAT_MIS_TY_TP_CD,1,심사방법
RV_IPAT_OPAT_MIS_TY_TP_CD,2,입원외래
RV_IPAT_OPAT_MIS_TY_TP_CD,3,착오유형
RV_MGMT_UNI_CORR_RV_CD,41,심사관리부 랜덤추출(심사재점검)
RV_MGMT_UNI_CORR_RV_CD,42,고액등 사후관리
RV_MGMT_UNI_CORR_RV_CD,43,심사관리부 간호관리료(사후관리)
RV_MGMT_UNI_CORR_RV_CD,44,심사관리부 CT등 장비(사후관리)
RV_MGMT_UNI_CORR_RV_CD,45,심사관리부 MAMMO건 및 골밀도검사건(사후관리)
RV_MGMT_UNI_CORR_RV_CD,46,심사관리부 의.약사본인진료건(사후관리)
RV_MGMT_UNI_CORR_RV_CD,47,심사관리부 중복청구건(사후관리)
RV_MGMT_UNI_CORR_RV_CD,48,심사관리부 차등수가점검(심사재점검)
RV_MGMT_UNI_CORR_RV_CD,49,심사관리부 출입국의료인력(심사관리)
RV_MGMT_UNI_CORR_RV_CD,50,원외처방심사내역사후연계
RV_MGMT_UNI_CORR_RV_CD,51,심사관리부 이학요법(사후관리)
RV_MTH_CD,AA        ,지표
RV_MTH_CD,AC        ,지표건 중 무작위추출에 의한 정밀심사
RV_MTH_CD,AP        ,지표전문
RV_MTH_CD,C1        ,P1건중 기관분류가 C인건
RV_MTH_CD,C2        ,P2건중 기관분류가 C인건
RV_MTH_CD,C3        ,P3건중 기관분류가 C인건
RV_MTH_CD,CA        ,지표심사확대대상기관건
RV_MTH_CD,CC        ,정밀
RV_MTH_CD,CP        ,전문(구코드)
RV_MTH_CD,GA        ,녹색지표
RV_MTH_CD,GC        ,녹색정밀
RV_MTH_CD,GG        ,녹색
RV_MTH_CD,GP        ,녹색전문
RV_MTH_CD,LA        ,장기요양 지표
RV_MTH_CD,LB        ,장기요양 정밀
RV_MTH_CD,LC        ,장기요양 전문
RV_MTH_CD,P1        ,총요양급여비용이 평균대비 30%
RV_MTH_CD,P2        ,조정액율이 평균대비 200%이상이
RV_MTH_CD,P3        ,다빈도상병 점유율이 평균대비
RV_MTH_CD,PP        ,판별점수>1차판별 경계점수인 건율이 45% 초과하는 기관
RV_MTH_CD,S1        ,장기입원기관
RV_MTH_CD,S2        ,진료비표 급상승기관
RV_MTH_CD,S3        ,건강보험대비 조정율낮은기관
RV_MTH_CD,S4        ,고액질병군에 대한 고가도지표 상위기관
RV_MTH_CD,S5        ,고가약품 처방기관
RV_MTH_DIV_CD,A         ,일반
RV_MTH_DIV_CD,C         ,전문
RV_MTH_DIV_CD,G         ,녹색
RV_MTH_DIV_CD,L         ,장기
RV_MTH_DIV_CD,P         ,전문(구코드)
RV_PN_TP_CD,1,원심
RV_PN_TP_CD,2,지급보류
RV_PN_TP_CD,3,원심+지급보류
RV_PRG_STAT_CD,0,접수중
RV_PRG_STAT_CD,30,AFK수정중
RV_PRG_STAT_CD,39,전산접수마감
RV_PRG_STAT_CD,50,심사자분배완료
RV_PRG_STAT_CD,79,심사마감
RV_PRG_STAT_CD,80,심사금액결정
RV_PRG_STAT_CD,82,청명생성
RV_PRG_STAT_CD,84,심사결과통보(보험회사등)
RV_PRG_STAT_CD,86,심사결과통보(의료기관)
RV_PRS_OCUR_UNIT_TP_CD,1,청구서
RV_PRS_OCUR_UNIT_TP_CD,2,명세서
RV_PRS_OCUR_UNIT_TP_CD,3,진료내역
RV_QT_CD,14,1분기
RV_QT_CD,24,2분기
RV_QT_CD,34,3분기
RV_QT_CD,44,4분기
RV_RCD_TP_CD,1,1차심사
RV_RCD_TP_CD,2,보완심사
RV_RCD_TP_CD,3,이의신청
RV_RCD_TP_CD,4,재심사조정청구
RV_RCD_TP_CD,5,심사청구
RV_RCD_TP_CD,6,모니터링
RV_RCD_TP_CD,7,DRG
RV_RCD_TP_CD,8,분석심사
RV_RE_CHC_BIZ_TP_CD,0,기존DATA
RV_RE_CHC_BIZ_TP_CD,100,원외처방 사후연계
RV_RE_CHC_BIZ_TP_CD,200,원외처방 보류
RV_RE_CHC_BIZ_TP_CD,300,원외처방 추가연계
RV_RE_CHC_BIZ_TP_CD,400,DUR
